 --- Query # 0 - "QU What are the effects of calcium on the physical properties of mucus   from CF patients? "
 ------ Doc # 1171 = 0.074718
 ------ Doc # 52 = 0.073839
 ------ Doc # 1148 = 0.073777
 ------ Doc # 1063 = 0.073446
 ------ Doc # 669 = 0.073069
 ------ Doc # 1195 = 0.072873
 ------ Doc # 576 = 0.071970
 ------ Doc # 819 = 0.069841
 ------ Doc # 196 = 0.069806
 ------ Doc # 628 = 0.069055
 ------ Doc # 964 = 0.068664
 ------ Doc # 606 = 0.068653
 ------ Doc # 975 = 0.068344
 ------ Doc # 501 = 0.067655
 ------ Doc # 592 = 0.067228
 ------ Doc # 24 = 0.067100
 ------ Doc # 571 = 0.066545
 ------ Doc # 926 = 0.066532
 ------ Doc # 100 = 0.065930
 ------ Doc # 27 = 0.065793
 ------ Doc # 930 = 0.065716
 ------ Doc # 548 = 0.065008
 ------ Doc # 144 = 0.064728
 ------ Doc # 845 = 0.064549
 ------ Doc # 1151 = 0.064234
 ------ Doc # 650 = 0.064031
 ------ Doc # 449 = 0.063925
 ------ Doc # 372 = 0.063563
 ------ Doc # 50 = 0.063271
 ------ Doc # 368 = 0.062866
 ------ Doc # 985 = 0.062728
 ------ Doc # 400 = 0.062594
 ------ Doc # 62 = 0.062211
 ------ Doc # 767 = 0.061273
 ------ Doc # 764 = 0.061133
 ------ Doc # 1038 = 0.060784
 ------ Doc # 359 = 0.060492
 ------ Doc # 150 = 0.060470
 ------ Doc # 72 = 0.060354
 ------ Doc # 1197 = 0.059857
 ------ Doc # 1115 = 0.059317
 ------ Doc # 1006 = 0.058578
 ------ Doc # 1046 = 0.058542
 ------ Doc # 1200 = 0.058224
 ------ Doc # 108 = 0.057700
 ------ Doc # 757 = 0.056660
 ------ Doc # 336 = 0.055669
 ------ Doc # 291 = 0.055657
 ------ Doc # 499 = 0.055564
 ------ Doc # 430 = 0.055542
 ------ Doc # 931 = 0.055388
 ------ Doc # 1031 = 0.055362
 ------ Doc # 821 = 0.055063
 ------ Doc # 174 = 0.054987
 ------ Doc # 876 = 0.054718
 ------ Doc # 107 = 0.054328
 ------ Doc # 1153 = 0.053714
 ------ Doc # 1213 = 0.053587
 ------ Doc # 913 = 0.053397
 ------ Doc # 817 = 0.053214
 ------ Doc # 242 = 0.052967
 ------ Doc # 1084 = 0.052961
 ------ Doc # 532 = 0.052961
 ------ Doc # 1030 = 0.052904
 ------ Doc # 601 = 0.052897
 ------ Doc # 244 = 0.052689
 ------ Doc # 180 = 0.052398
 ------ Doc # 904 = 0.052180
 ------ Doc # 22 = 0.052169
 ------ Doc # 496 = 0.051734
 ------ Doc # 1067 = 0.051686
 ------ Doc # 438 = 0.051676
 ------ Doc # 944 = 0.051524
 ------ Doc # 341 = 0.051492
 ------ Doc # 73 = 0.051144
 ------ Doc # 414 = 0.051105
 ------ Doc # 1112 = 0.051062
 ------ Doc # 1159 = 0.050931
 ------ Doc # 75 = 0.050821
 ------ Doc # 498 = 0.050284
 ------ Doc # 859 = 0.050113
 ------ Doc # 692 = 0.049953
 ------ Doc # 1218 = 0.049798
 ------ Doc # 694 = 0.049792
 ------ Doc # 921 = 0.049732
 ------ Doc # 1206 = 0.049706
 ------ Doc # 67 = 0.049617
 ------ Doc # 625 = 0.049505
 ------ Doc # 540 = 0.049477
 ------ Doc # 461 = 0.049426
 ------ Doc # 1215 = 0.049350
 ------ Doc # 800 = 0.049286
 ------ Doc # 881 = 0.049120
 ------ Doc # 1220 = 0.049101
 ------ Doc # 736 = 0.048483
 ------ Doc # 356 = 0.048475
 ------ Doc # 1162 = 0.048396
 ------ Doc # 809 = 0.048309
 ------ Doc # 914 = 0.048296
 ------ Doc # 676 = 0.048160
 ------ Doc # 1066 = 0.048110
 ------ Doc # 750 = 0.048095
 ------ Doc # 104 = 0.048009
 ------ Doc # 1048 = 0.047945
 ------ Doc # 258 = 0.047823
 ------ Doc # 64 = 0.047651
 ------ Doc # 380 = 0.047614
 ------ Doc # 829 = 0.047488
 ------ Doc # 348 = 0.047036
 ------ Doc # 1004 = 0.046998
 ------ Doc # 194 = 0.046998
 ------ Doc # 484 = 0.046692
 ------ Doc # 856 = 0.046680
 ------ Doc # 916 = 0.046620
 ------ Doc # 965 = 0.046613
 ------ Doc # 278 = 0.046564
 ------ Doc # 1024 = 0.046392
 ------ Doc # 586 = 0.046339
 ------ Doc # 525 = 0.046288
 ------ Doc # 955 = 0.046056
 ------ Doc # 195 = 0.046003
 ------ Doc # 722 = 0.045925
 ------ Doc # 90 = 0.045791
 ------ Doc # 110 = 0.045739
 ------ Doc # 660 = 0.045565
 ------ Doc # 1019 = 0.045469
 ------ Doc # 18 = 0.045416
 ------ Doc # 197 = 0.045296
 ------ Doc # 1014 = 0.045232
 ------ Doc # 1214 = 0.045194
 ------ Doc # 805 = 0.045082
 ------ Doc # 238 = 0.044911
 ------ Doc # 451 = 0.044880
 ------ Doc # 771 = 0.044720
 ------ Doc # 519 = 0.044680
 ------ Doc # 488 = 0.044676
 ------ Doc # 131 = 0.044286
 ------ Doc # 425 = 0.044278
 ------ Doc # 1054 = 0.044258
 ------ Doc # 154 = 0.044231
 ------ Doc # 337 = 0.044167
 ------ Doc # 793 = 0.044100
 ------ Doc # 665 = 0.043710
 ------ Doc # 514 = 0.043445
 ------ Doc # 401 = 0.043443
 ------ Doc # 943 = 0.043442
 ------ Doc # 605 = 0.043421
 ------ Doc # 1111 = 0.043394
 ------ Doc # 942 = 0.043308
 ------ Doc # 1237 = 0.043267
 ------ Doc # 563 = 0.043132
 ------ Doc # 871 = 0.043039
 ------ Doc # 508 = 0.043026
 ------ Doc # 472 = 0.042986
 ------ Doc # 609 = 0.042946
 ------ Doc # 1002 = 0.042913
 ------ Doc # 386 = 0.042868
 ------ Doc # 538 = 0.042728
 ------ Doc # 1201 = 0.042712
 ------ Doc # 343 = 0.042669
 ------ Doc # 1203 = 0.042376
 ------ Doc # 1071 = 0.042161
 ------ Doc # 920 = 0.042086
 ------ Doc # 51 = 0.042018
 ------ Doc # 814 = 0.041883
 ------ Doc # 399 = 0.041546
 ------ Doc # 99 = 0.041489
 ------ Doc # 370 = 0.041486
 ------ Doc # 990 = 0.041377
 ------ Doc # 165 = 0.041252
 ------ Doc # 429 = 0.041095
 ------ Doc # 874 = 0.041077
 ------ Doc # 1232 = 0.041063
 ------ Doc # 453 = 0.041044
 ------ Doc # 842 = 0.041001
 ------ Doc # 369 = 0.040940
 ------ Doc # 188 = 0.040811
 ------ Doc # 211 = 0.040686
 ------ Doc # 824 = 0.040601
 ------ Doc # 74 = 0.040501
 ------ Doc # 596 = 0.040477
 ------ Doc # 896 = 0.040463
 ------ Doc # 326 = 0.040446
 ------ Doc # 1051 = 0.040226
 ------ Doc # 424 = 0.040150
 ------ Doc # 31 = 0.040134
 ------ Doc # 912 = 0.040086
 ------ Doc # 726 = 0.040006
 ------ Doc # 307 = 0.039974
 ------ Doc # 139 = 0.039965
 ------ Doc # 1126 = 0.039669
 ------ Doc # 1033 = 0.039667
 ------ Doc # 827 = 0.039620
 ------ Doc # 843 = 0.039616
 ------ Doc # 215 = 0.039592
 ------ Doc # 689 = 0.039537
 ------ Doc # 1170 = 0.039522
 ------ Doc # 911 = 0.039370
 ------ Doc # 1007 = 0.039253
 ------ Doc # 522 = 0.039249
 ------ Doc # 292 = 0.039071
 ------ Doc # 85 = 0.039058
 ------ Doc # 227 = 0.039016
 ------ Doc # 947 = 0.038945
 ------ Doc # 608 = 0.038944
 ------ Doc # 323 = 0.038925
 ------ Doc # 93 = 0.038908
 ------ Doc # 766 = 0.038720
 ------ Doc # 624 = 0.038716
 ------ Doc # 17 = 0.038668
 ------ Doc # 4 = 0.038628
 ------ Doc # 1062 = 0.038455
 ------ Doc # 280 = 0.038262
 ------ Doc # 1037 = 0.038203
 ------ Doc # 667 = 0.038190
 ------ Doc # 1117 = 0.037972
 ------ Doc # 962 = 0.037963
 ------ Doc # 535 = 0.037961
 ------ Doc # 1040 = 0.037951
 ------ Doc # 201 = 0.037949
 ------ Doc # 388 = 0.037774
 ------ Doc # 542 = 0.037694
 ------ Doc # 1156 = 0.037648
 ------ Doc # 655 = 0.037553
 ------ Doc # 96 = 0.037421
 ------ Doc # 1163 = 0.037304
 ------ Doc # 446 = 0.037170
 ------ Doc # 458 = 0.037157
 ------ Doc # 906 = 0.037144
 ------ Doc # 11 = 0.037086
 ------ Doc # 645 = 0.037027
 ------ Doc # 529 = 0.037015
 ------ Doc # 1161 = 0.036966
 ------ Doc # 646 = 0.036881
 ------ Doc # 136 = 0.036881
 ------ Doc # 811 = 0.036664
 ------ Doc # 505 = 0.036521
 ------ Doc # 886 = 0.036503
 ------ Doc # 463 = 0.036472
 ------ Doc # 76 = 0.036443
 ------ Doc # 92 = 0.036410
 ------ Doc # 63 = 0.036407
 ------ Doc # 790 = 0.036358
 ------ Doc # 300 = 0.036249
 ------ Doc # 253 = 0.036007
 ------ Doc # 959 = 0.035865
 ------ Doc # 477 = 0.035863
 ------ Doc # 333 = 0.035857
 ------ Doc # 377 = 0.035775
 ------ Doc # 617 = 0.035705
 ------ Doc # 905 = 0.035691
 ------ Doc # 1222 = 0.035469
 ------ Doc # 1035 = 0.035382
 ------ Doc # 68 = 0.035326
 ------ Doc # 935 = 0.035224
 ------ Doc # 1140 = 0.035186
 ------ Doc # 901 = 0.035184
 ------ Doc # 225 = 0.035183
 ------ Doc # 182 = 0.035141
 ------ Doc # 833 = 0.035132
 ------ Doc # 1188 = 0.035080
 ------ Doc # 748 = 0.035060
 ------ Doc # 1142 = 0.034952
 ------ Doc # 1180 = 0.034848
 ------ Doc # 133 = 0.034775
 ------ Doc # 635 = 0.034717
 ------ Doc # 460 = 0.034678
 ------ Doc # 395 = 0.034668
 ------ Doc # 973 = 0.034606
 ------ Doc # 611 = 0.034570
 ------ Doc # 536 = 0.034537
 ------ Doc # 247 = 0.034525
 ------ Doc # 632 = 0.034515
 ------ Doc # 1060 = 0.034503
 ------ Doc # 1212 = 0.034496
 ------ Doc # 89 = 0.034481
 ------ Doc # 204 = 0.034476
 ------ Doc # 1234 = 0.034381
 ------ Doc # 367 = 0.034375
 ------ Doc # 358 = 0.034332
 ------ Doc # 274 = 0.034332
 ------ Doc # 394 = 0.034308
 ------ Doc # 950 = 0.034280
 ------ Doc # 360 = 0.034279
 ------ Doc # 604 = 0.034279
 ------ Doc # 1099 = 0.034200
 ------ Doc # 259 = 0.034144
 ------ Doc # 86 = 0.034103
 ------ Doc # 1105 = 0.034035
 ------ Doc # 986 = 0.033982
 ------ Doc # 241 = 0.033945
 ------ Doc # 629 = 0.033921
 ------ Doc # 1073 = 0.033912
 ------ Doc # 155 = 0.033831
 ------ Doc # 806 = 0.033784
 ------ Doc # 638 = 0.033734
 ------ Doc # 1175 = 0.033726
 ------ Doc # 192 = 0.033656
 ------ Doc # 559 = 0.033603
 ------ Doc # 172 = 0.033591
 ------ Doc # 140 = 0.033547
 ------ Doc # 740 = 0.033511
 ------ Doc # 47 = 0.033479
 ------ Doc # 185 = 0.033450
 ------ Doc # 815 = 0.033384
 ------ Doc # 234 = 0.033365
 ------ Doc # 163 = 0.033316
 ------ Doc # 1087 = 0.033316
 ------ Doc # 7 = 0.033259
 ------ Doc # 304 = 0.033229
 ------ Doc # 702 = 0.033198
 ------ Doc # 30 = 0.033196
 ------ Doc # 1120 = 0.033069
 ------ Doc # 511 = 0.032992
 ------ Doc # 254 = 0.032967
 ------ Doc # 1016 = 0.032814
 ------ Doc # 732 = 0.032751
 ------ Doc # 697 = 0.032629
 ------ Doc # 309 = 0.032567
 ------ Doc # 314 = 0.032555
 ------ Doc # 794 = 0.032535
 ------ Doc # 1139 = 0.032519
 ------ Doc # 562 = 0.032517
 ------ Doc # 778 = 0.032516
 ------ Doc # 1165 = 0.032371
 ------ Doc # 56 = 0.032327
 ------ Doc # 320 = 0.032322
 ------ Doc # 287 = 0.032264
 ------ Doc # 1005 = 0.032231
 ------ Doc # 810 = 0.032205
 ------ Doc # 322 = 0.032175
 ------ Doc # 1134 = 0.032104
 ------ Doc # 969 = 0.032081
 ------ Doc # 699 = 0.032074
 ------ Doc # 1174 = 0.032067
 ------ Doc # 284 = 0.031985
 ------ Doc # 749 = 0.031921
 ------ Doc # 392 = 0.031910
 ------ Doc # 946 = 0.031793
 ------ Doc # 960 = 0.031789
 ------ Doc # 442 = 0.031695
 ------ Doc # 206 = 0.031688
 ------ Doc # 957 = 0.031582
 ------ Doc # 432 = 0.031528
 ------ Doc # 684 = 0.031493
 ------ Doc # 393 = 0.031492
 ------ Doc # 243 = 0.031473
 ------ Doc # 630 = 0.031382
 ------ Doc # 1183 = 0.031246
 ------ Doc # 589 = 0.031222
 ------ Doc # 480 = 0.031203
 ------ Doc # 470 = 0.031185
 ------ Doc # 382 = 0.031117
 ------ Doc # 915 = 0.030956
 ------ Doc # 115 = 0.030738
 ------ Doc # 956 = 0.030698
 ------ Doc # 923 = 0.030695
 ------ Doc # 502 = 0.030681
 ------ Doc # 707 = 0.030677
 ------ Doc # 452 = 0.030672
 ------ Doc # 312 = 0.030668
 ------ Doc # 39 = 0.030639
 ------ Doc # 473 = 0.030588
 ------ Doc # 971 = 0.030572
 ------ Doc # 119 = 0.030560
 ------ Doc # 1043 = 0.030552
 ------ Doc # 1096 = 0.030518
 ------ Doc # 266 = 0.030471
 ------ Doc # 268 = 0.030463
 ------ Doc # 465 = 0.030434
 ------ Doc # 1179 = 0.030396
 ------ Doc # 654 = 0.030366
 ------ Doc # 126 = 0.030363
 ------ Doc # 494 = 0.030234
 ------ Doc # 533 = 0.030222
 ------ Doc # 481 = 0.030207
 ------ Doc # 87 = 0.030199
 ------ Doc # 159 = 0.030146
 ------ Doc # 352 = 0.030101
 ------ Doc # 858 = 0.030099
 ------ Doc # 671 = 0.030078
 ------ Doc # 828 = 0.030067
 ------ Doc # 791 = 0.030040
 ------ Doc # 1098 = 0.030013
 ------ Doc # 680 = 0.029980
 ------ Doc # 279 = 0.029965
 ------ Doc # 663 = 0.029899
 ------ Doc # 1192 = 0.029830
 ------ Doc # 58 = 0.029782
 ------ Doc # 77 = 0.029729
 ------ Doc # 527 = 0.029602
 ------ Doc # 1041 = 0.029549
 ------ Doc # 397 = 0.029503
 ------ Doc # 1145 = 0.029448
 ------ Doc # 936 = 0.029443
 ------ Doc # 768 = 0.029394
 ------ Doc # 71 = 0.029345
 ------ Doc # 1045 = 0.029267
 ------ Doc # 82 = 0.029084
 ------ Doc # 434 = 0.029070
 ------ Doc # 10 = 0.029069
 ------ Doc # 830 = 0.029005
 ------ Doc # 457 = 0.028956
 ------ Doc # 189 = 0.028912
 ------ Doc # 590 = 0.028842
 ------ Doc # 219 = 0.028825
 ------ Doc # 32 = 0.028824
 ------ Doc # 837 = 0.028759
 ------ Doc # 1074 = 0.028683
 ------ Doc # 541 = 0.028675
 ------ Doc # 1194 = 0.028621
 ------ Doc # 103 = 0.028587
 ------ Doc # 308 = 0.028574
 ------ Doc # 416 = 0.028509
 ------ Doc # 613 = 0.028494
 ------ Doc # 1 = 0.028469
 ------ Doc # 302 = 0.028446
 ------ Doc # 672 = 0.028325
 ------ Doc # 1157 = 0.028218
 ------ Doc # 170 = 0.028198
 ------ Doc # 949 = 0.028188
 ------ Doc # 992 = 0.028047
 ------ Doc # 711 = 0.028036
 ------ Doc # 262 = 0.028032
 ------ Doc # 513 = 0.027993
 ------ Doc # 928 = 0.027990
 ------ Doc # 246 = 0.027965
 ------ Doc # 831 = 0.027944
 ------ Doc # 951 = 0.027928
 ------ Doc # 59 = 0.027911
 ------ Doc # 982 = 0.027883
 ------ Doc # 661 = 0.027867
 ------ Doc # 934 = 0.027706
 ------ Doc # 730 = 0.027664
 ------ Doc # 55 = 0.027645
 ------ Doc # 1110 = 0.027567
 ------ Doc # 1211 = 0.027555
 ------ Doc # 763 = 0.027514
 ------ Doc # 435 = 0.027500
 ------ Doc # 321 = 0.027487
 ------ Doc # 999 = 0.027484
 ------ Doc # 1021 = 0.027343
 ------ Doc # 1172 = 0.027335
 ------ Doc # 347 = 0.027173
 ------ Doc # 898 = 0.027145
 ------ Doc # 190 = 0.027109
 ------ Doc # 283 = 0.027016
 ------ Doc # 1082 = 0.027006
 ------ Doc # 755 = 0.026888
 ------ Doc # 8 = 0.026778
 ------ Doc # 998 = 0.026707
 ------ Doc # 846 = 0.026705
 ------ Doc # 634 = 0.026705
 ------ Doc # 884 = 0.026658
 ------ Doc # 98 = 0.026561
 ------ Doc # 366 = 0.026560
 ------ Doc # 305 = 0.026534
 ------ Doc # 961 = 0.026512
 ------ Doc # 528 = 0.026498
 ------ Doc # 719 = 0.026459
 ------ Doc # 554 = 0.026376
 ------ Doc # 647 = 0.026353
 ------ Doc # 618 = 0.026351
 ------ Doc # 852 = 0.026347
 ------ Doc # 1090 = 0.026322
 ------ Doc # 232 = 0.026273
 ------ Doc # 1083 = 0.026236
 ------ Doc # 751 = 0.026219
 ------ Doc # 631 = 0.026191
 ------ Doc # 885 = 0.026170
 ------ Doc # 643 = 0.026161
 ------ Doc # 471 = 0.026142
 ------ Doc # 88 = 0.026138
 ------ Doc # 924 = 0.026121
 ------ Doc # 996 = 0.026090
 ------ Doc # 850 = 0.026089
 ------ Doc # 526 = 0.026082
 ------ Doc # 1121 = 0.026081
 ------ Doc # 674 = 0.026075
 ------ Doc # 495 = 0.026049
 ------ Doc # 469 = 0.026042
 ------ Doc # 479 = 0.026036
 ------ Doc # 899 = 0.025971
 ------ Doc # 91 = 0.025929
 ------ Doc # 546 = 0.025898
 ------ Doc # 798 = 0.025875
 ------ Doc # 313 = 0.025848
 ------ Doc # 765 = 0.025802
 ------ Doc # 597 = 0.025741
 ------ Doc # 803 = 0.025630
 ------ Doc # 223 = 0.025579
 ------ Doc # 340 = 0.025561
 ------ Doc # 518 = 0.025559
 ------ Doc # 361 = 0.025525
 ------ Doc # 537 = 0.025524
 ------ Doc # 929 = 0.025501
 ------ Doc # 83 = 0.025463
 ------ Doc # 482 = 0.025426
 ------ Doc # 584 = 0.025398
 ------ Doc # 822 = 0.025345
 ------ Doc # 183 = 0.025253
 ------ Doc # 989 = 0.025206
 ------ Doc # 568 = 0.025139
 ------ Doc # 248 = 0.025103
 ------ Doc # 485 = 0.025080
 ------ Doc # 994 = 0.024949
 ------ Doc # 1047 = 0.024909
 ------ Doc # 1131 = 0.024903
 ------ Doc # 633 = 0.024862
 ------ Doc # 113 = 0.024809
 ------ Doc # 627 = 0.024788
 ------ Doc # 987 = 0.024762
 ------ Doc # 237 = 0.024750
 ------ Doc # 1076 = 0.024682
 ------ Doc # 615 = 0.024671
 ------ Doc # 255 = 0.024642
 ------ Doc # 1077 = 0.024556
 ------ Doc # 1135 = 0.024495
 ------ Doc # 187 = 0.024443
 ------ Doc # 952 = 0.024395
 ------ Doc # 466 = 0.024387
 ------ Doc # 427 = 0.024363
 ------ Doc # 854 = 0.024351
 ------ Doc # 65 = 0.024330
 ------ Doc # 864 = 0.024316
 ------ Doc # 776 = 0.024311
 ------ Doc # 795 = 0.024281
 ------ Doc # 588 = 0.024247
 ------ Doc # 1078 = 0.024159
 ------ Doc # 125 = 0.024106
 ------ Doc # 1164 = 0.024035
 ------ Doc # 375 = 0.024017
 ------ Doc # 653 = 0.023987
 ------ Doc # 387 = 0.023939
 ------ Doc # 812 = 0.023933
 ------ Doc # 642 = 0.023923
 ------ Doc # 679 = 0.023867
 ------ Doc # 146 = 0.023857
 ------ Doc # 705 = 0.023828
 ------ Doc # 235 = 0.023814
 ------ Doc # 411 = 0.023800
 ------ Doc # 758 = 0.023780
 ------ Doc # 1173 = 0.023778
 ------ Doc # 575 = 0.023665
 ------ Doc # 775 = 0.023665
 ------ Doc # 489 = 0.023650
 ------ Doc # 1000 = 0.023640
 ------ Doc # 231 = 0.023593
 ------ Doc # 147 = 0.023569
 ------ Doc # 1239 = 0.023562
 ------ Doc # 233 = 0.023534
 ------ Doc # 26 = 0.023468
 ------ Doc # 454 = 0.023410
 ------ Doc # 907 = 0.023358
 ------ Doc # 422 = 0.023336
 ------ Doc # 897 = 0.023327
 ------ Doc # 19 = 0.023325
 ------ Doc # 294 = 0.023286
 ------ Doc # 210 = 0.023278
 ------ Doc # 419 = 0.023207
 ------ Doc # 993 = 0.023197
 ------ Doc # 1185 = 0.023144
 ------ Doc # 173 = 0.023077
 ------ Doc # 38 = 0.023013
 ------ Doc # 1228 = 0.023006
 ------ Doc # 120 = 0.022927
 ------ Doc # 895 = 0.022859
 ------ Doc # 61 = 0.022756
 ------ Doc # 346 = 0.022752
 ------ Doc # 202 = 0.022745
 ------ Doc # 862 = 0.022736
 ------ Doc # 966 = 0.022568
 ------ Doc # 349 = 0.022501
 ------ Doc # 903 = 0.022390
 ------ Doc # 977 = 0.022387
 ------ Doc # 691 = 0.022354
 ------ Doc # 813 = 0.022342
 ------ Doc # 737 = 0.022333
 ------ Doc # 865 = 0.022254
 ------ Doc # 1178 = 0.022238
 ------ Doc # 289 = 0.022227
 ------ Doc # 1052 = 0.022223
 ------ Doc # 556 = 0.022190
 ------ Doc # 706 = 0.022175
 ------ Doc # 13 = 0.022152
 ------ Doc # 1147 = 0.022115
 ------ Doc # 177 = 0.022103
 ------ Doc # 475 = 0.022022
 ------ Doc # 354 = 0.021993
 ------ Doc # 137 = 0.021945
 ------ Doc # 948 = 0.021819
 ------ Doc # 218 = 0.021799
 ------ Doc # 1050 = 0.021765
 ------ Doc # 648 = 0.021741
 ------ Doc # 497 = 0.021641
 ------ Doc # 612 = 0.021603
 ------ Doc # 275 = 0.021600
 ------ Doc # 670 = 0.021565
 ------ Doc # 398 = 0.021555
 ------ Doc # 892 = 0.021528
 ------ Doc # 1202 = 0.021523
 ------ Doc # 130 = 0.021391
 ------ Doc # 415 = 0.021359
 ------ Doc # 1015 = 0.021329
 ------ Doc # 1205 = 0.021320
 ------ Doc # 295 = 0.021251
 ------ Doc # 152 = 0.021241
 ------ Doc # 745 = 0.021215
 ------ Doc # 1133 = 0.021166
 ------ Doc # 1106 = 0.021147
 ------ Doc # 288 = 0.021138
 ------ Doc # 221 = 0.021116
 ------ Doc # 782 = 0.021033
 ------ Doc # 33 = 0.020995
 ------ Doc # 281 = 0.020974
 ------ Doc # 224 = 0.020965
 ------ Doc # 1029 = 0.020947
 ------ Doc # 25 = 0.020927
 ------ Doc # 1081 = 0.020919
 ------ Doc # 160 = 0.020903
 ------ Doc # 835 = 0.020854
 ------ Doc # 984 = 0.020834
 ------ Doc # 1008 = 0.020771
 ------ Doc # 217 = 0.020762
 ------ Doc # 703 = 0.020724
 ------ Doc # 840 = 0.020696
 ------ Doc # 995 = 0.020693
 ------ Doc # 557 = 0.020691
 ------ Doc # 593 = 0.020679
 ------ Doc # 441 = 0.020618
 ------ Doc # 166 = 0.020607
 ------ Doc # 848 = 0.020558
 ------ Doc # 552 = 0.020505
 ------ Doc # 208 = 0.020351
 ------ Doc # 269 = 0.020346
 ------ Doc # 111 = 0.020345
 ------ Doc # 734 = 0.020344
 ------ Doc # 1143 = 0.020332
 ------ Doc # 851 = 0.020321
 ------ Doc # 378 = 0.020319
 ------ Doc # 738 = 0.020161
 ------ Doc # 968 = 0.020119
 ------ Doc # 1065 = 0.020093
 ------ Doc # 1158 = 0.020079
 ------ Doc # 455 = 0.020076
 ------ Doc # 1101 = 0.020027
 ------ Doc # 741 = 0.020020
 ------ Doc # 919 = 0.020000
 ------ Doc # 1001 = 0.019986
 ------ Doc # 175 = 0.019984
 ------ Doc # 918 = 0.019967
 ------ Doc # 1155 = 0.019916
 ------ Doc # 599 = 0.019909
 ------ Doc # 124 = 0.019900
 ------ Doc # 443 = 0.019895
 ------ Doc # 583 = 0.019845
 ------ Doc # 199 = 0.019837
 ------ Doc # 135 = 0.019825
 ------ Doc # 967 = 0.019804
 ------ Doc # 523 = 0.019787
 ------ Doc # 573 = 0.019766
 ------ Doc # 351 = 0.019751
 ------ Doc # 141 = 0.019684
 ------ Doc # 610 = 0.019678
 ------ Doc # 226 = 0.019622
 ------ Doc # 510 = 0.019619
 ------ Doc # 338 = 0.019600
 ------ Doc # 547 = 0.019599
 ------ Doc # 879 = 0.019592
 ------ Doc # 260 = 0.019587
 ------ Doc # 739 = 0.019571
 ------ Doc # 1177 = 0.019491
 ------ Doc # 785 = 0.019476
 ------ Doc # 565 = 0.019430
 ------ Doc # 1129 = 0.019425
 ------ Doc # 1199 = 0.019404
 ------ Doc # 1107 = 0.019363
 ------ Doc # 436 = 0.019307
 ------ Doc # 614 = 0.019307
 ------ Doc # 1128 = 0.019268
 ------ Doc # 1204 = 0.019212
 ------ Doc # 958 = 0.019206
 ------ Doc # 816 = 0.019198
 ------ Doc # 534 = 0.019130
 ------ Doc # 626 = 0.019057
 ------ Doc # 245 = 0.019052
 ------ Doc # 345 = 0.019011
 ------ Doc # 796 = 0.018970
 ------ Doc # 447 = 0.018935
 ------ Doc # 149 = 0.018912
 ------ Doc # 445 = 0.018912
 ------ Doc # 276 = 0.018883
 ------ Doc # 1124 = 0.018861
 ------ Doc # 1209 = 0.018858
 ------ Doc # 980 = 0.018857
 ------ Doc # 658 = 0.018847
 ------ Doc # 1044 = 0.018766
 ------ Doc # 572 = 0.018756
 ------ Doc # 687 = 0.018738
 ------ Doc # 504 = 0.018737
 ------ Doc # 976 = 0.018729
 ------ Doc # 3 = 0.018726
 ------ Doc # 585 = 0.018686
 ------ Doc # 1233 = 0.018682
 ------ Doc # 550 = 0.018668
 ------ Doc # 102 = 0.018648
 ------ Doc # 296 = 0.018637
 ------ Doc # 1093 = 0.018631
 ------ Doc # 539 = 0.018626
 ------ Doc # 1053 = 0.018594
 ------ Doc # 807 = 0.018541
 ------ Doc # 1167 = 0.018500
 ------ Doc # 1181 = 0.018466
 ------ Doc # 877 = 0.018462
 ------ Doc # 1186 = 0.018442
 ------ Doc # 285 = 0.018343
 ------ Doc # 1059 = 0.018238
 ------ Doc # 1064 = 0.018228
 ------ Doc # 870 = 0.018219
 ------ Doc # 847 = 0.018194
 ------ Doc # 997 = 0.018191
 ------ Doc # 78 = 0.018164
 ------ Doc # 555 = 0.018130
 ------ Doc # 594 = 0.018117
 ------ Doc # 306 = 0.018098
 ------ Doc # 389 = 0.018095
 ------ Doc # 731 = 0.018093
 ------ Doc # 205 = 0.018015
 ------ Doc # 724 = 0.017933
 ------ Doc # 1229 = 0.017930
 ------ Doc # 311 = 0.017923
 ------ Doc # 272 = 0.017871
 ------ Doc # 673 = 0.017796
 ------ Doc # 363 = 0.017778
 ------ Doc # 1138 = 0.017756
 ------ Doc # 954 = 0.017719
 ------ Doc # 1042 = 0.017633
 ------ Doc # 717 = 0.017627
 ------ Doc # 602 = 0.017581
 ------ Doc # 1118 = 0.017560
 ------ Doc # 677 = 0.017543
 ------ Doc # 97 = 0.017540
 ------ Doc # 616 = 0.017503
 ------ Doc # 1092 = 0.017458
 ------ Doc # 1085 = 0.017440
 ------ Doc # 808 = 0.017438
 ------ Doc # 80 = 0.017428
 ------ Doc # 49 = 0.017419
 ------ Doc # 212 = 0.017394
 ------ Doc # 1168 = 0.017377
 ------ Doc # 507 = 0.017369
 ------ Doc # 334 = 0.017317
 ------ Doc # 252 = 0.017315
 ------ Doc # 335 = 0.017231
 ------ Doc # 148 = 0.017194
 ------ Doc # 220 = 0.017190
 ------ Doc # 695 = 0.017098
 ------ Doc # 1238 = 0.017081
 ------ Doc # 355 = 0.017039
 ------ Doc # 1136 = 0.017010
 ------ Doc # 725 = 0.017008
 ------ Doc # 860 = 0.016986
 ------ Doc # 315 = 0.016986
 ------ Doc # 945 = 0.016937
 ------ Doc # 94 = 0.016915
 ------ Doc # 265 = 0.016891
 ------ Doc # 1216 = 0.016868
